#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.035344,3,1,0,3410
0.002033,4,1,0,3795
0.666288,5,1,0,4574
0.276000,6,1,0,5350
0.540054,7,1,0,6081
1.047633,8,1,0,6834
0.652104,9,1,0,7696
0.998606,10,1,0,8270
1.636811,11,1,0,8947
1.855486,12,1,0,9589
1.392277,13,1,0,10284
1.274312,14,1,0,10847
1.864356,15,1,0,11672
2.223053,16,1,0,12364
2.253817,17,1,0,13175
2.618184,18,1,0,14115
2.595609,19,1,0,14728
4.200322,6,14,0,7825
4.160864,6,15,0,7526
0.700686,5,17,0,5416
0.879009,5,18,0,4632
0.427336,6,18,0,5138
0.644560,7,18,0,5515
0.618052,8,18,0,6029
0.841896,9,18,0,6867
0.947473,10,18,0,7377
0.729398,11,18,0,7942
0.878225,11,6,0,7793
1.344916,12,6,0,8368
1.125775,13,6,0,8930
1.295228,14,6,0,9438
1.167427,14,7,0,9452
1.806372,16,6,0,10729
1.105244,16,7,0,10972
1.827319,16,8,0,11673
1.541104,18,7,0,12486
2.890853,17,5,0,12237
3.352941,17,6,0,12737
3.580651,16,7,0,12256
4.621367,15,9,0,12255
3.027177,15,10,0,11928
2.337440,16,10,0,12580
2.253159,15,12,0,12256
4.466824,16,12,0,12790
2.595964,14,15,0,12125
3.708205,14,16,0,12360
1.936352,11,20,0,10812
6.137337,10,21,0,9324
2.117972,10,22,0,8981
1.903315,8,25,0,7173
1.450251,9,25,0,7658
1.119945,9,26,0,7591
0.967401,10,26,0,7888
1.331758,9,21,0,6826
1.242695,9,18,0,6736
1.292373,9,19,0,6559
1.031959,10,19,0,6905
1.211316,11,19,0,7308
1.021866,12,19,0,7704
1.205000,10,16,0,6760
1.243705,9,14,0,6545
1.686939,10,14,0,6966
1.196096,9,15,0,6381
1.450558,10,15,0,7008
0.993179,11,15,0,7576
0.790078,10,14,0,7174
1.277263,11,14,0,7728
1.091800,12,14,0,8153
3.023256,13,14,0,8649
1.430050,12,16,0,8331
2.724370,13,16,0,8904
0.955151,12,18,0,8553
1.534254,13,18,0,9259
1.007199,14,18,0,9947
1.945724,15,18,0,10444
1.825566,13,21,0,9481
1.929327,13,22,0,9493
1.584168,12,24,0,9153
1.226661,15,22,0,11220
1.214079,14,24,0,10201
2.201365,14,25,0,10183
1.768193,15,25,0,10655
1.990258,16,25,0,11110
2.480792,15,27,0,10627
3.272992,14,28,0,10003
1.682075,15,28,0,10560
1.854078,14,30,0,10093
2.574963,13,22,0,9935
1.805045,12,23,0,9145
1.356473,11,25,0,9362
1.028961,9,27,0,8230
1.559982,11,26,0,9421
1.219653,8,30,0,8814
2.070557,8,26,0,8086
2.028269,8,27,0,7955
1.202503,9,27,0,8428
1.052174,10,27,0,8895
1.518748,10,26,0,8735
1.729785,11,26,0,9204
1.627492,10,14,0,8309
1.864426,11,14,0,8681
1.673749,12,14,0,9163
2.981173,13,14,0,9551
1.785083,13,15,0,9349
1.512520,13,16,0,9156
1.553432,12,15,0,8586
1.364960,12,16,0,8644
1.339787,12,17,0,8778
1.812619,10,20,0,8008
1.713996,10,21,0,8145
1.420926,10,22,0,8354
1.739687,11,22,0,8793
1.627319,11,23,0,8699
1.746959,11,24,0,8693
1.310586,10,26,0,7880
1.836821,11,26,0,8219
1.514429,12,26,0,8684
1.172212,13,26,0,9258
1.724628,14,26,0,9879
1.508514,13,23,0,9241
1.696825,15,27,0,10369
1.310935,15,23,0,10431
2.655043,16,23,0,11181
2.217973,16,20,0,11279
2.933601,17,20,0,12010
2.545026,15,16,0,11291
2.163052,16,16,0,11971
2.549558,17,16,0,12525
1.797181,15,24,0,11667
2.312967,15,18,0,11727
2.724081,16,18,0,12117
1.758887,15,16,0,12077
3.534725,15,17,0,11793
2.644409,17,16,0,13299
2.727729,17,17,0,13083
3.329357,15,19,0,12795
5.478455,16,20,0,13755
2.978373,12,23,0,10792
5.038071,12,24,0,10978
2.475156,9,25,0,9138
1.972928,9,26,0,9143
2.036625,6,27,0,6675
2.032421,7,27,0,6942
0.816590,7,26,0,6464
1.029835,8,26,0,7082
0.788382,7,20,0,6058
1.176229,7,17,0,5694
0.779302,7,14,0,5398
0.973021,8,14,0,5665
1.297954,9,14,0,6074
1.164205,7,15,0,5203
1.249721,8,15,0,5725
0.813294,9,15,0,6218
0.914680,10,15,0,6737
0.684592,11,15,0,7181
1.415002,11,14,0,7311
1.418459,10,16,0,7314
1.442511,12,15,0,8462
1.318553,14,14,0,9350
2.152513,13,16,0,9325
2.461024,14,16,0,10105
2.019223,15,16,0,10806
1.631737,15,17,0,11353
1.996809,14,19,0,11677
2.124693,13,13,0,11081
1.877239,11,16,0,10053
1.635037,12,16,0,10776
1.348262,8,21,0,8746
1.541027,8,21,0,8952
1.503218,7,21,0,7894
1.173643,8,21,0,8342
0.907850,8,19,0,7863
1.442035,9,19,0,8233
1.705881,9,12,0,7716
1.638509,9,13,0,7283
1.475596,11,12,0,8517
1.675952,11,13,0,8176
1.340237,12,13,0,8520
1.758546,12,10,0,8008
1.664104,13,14,0,9203
1.583504,12,12,0,8641
3.377165,13,12,0,9105
1.258113,13,13,0,9293
1.964968,12,11,0,7944
1.704725,14,10,0,9132
1.008220,12,12,0,8483
1.847190,13,12,0,9189
1.657113,14,12,0,9801
1.328225,15,12,0,10384
1.671176,11,15,0,9177
2.084799,11,16,0,9706
1.128918,9,18,0,9212
1.995675,10,18,0,9805
2.601426,8,21,0,8809
2.196599,8,21,0,8869
1.590173,8,22,0,8982
1.480151,8,22,0,8904
1.250133,9,22,0,9562
1.366565,9,17,0,9316
1.851292,10,17,0,10015
1.942201,11,17,0,10599
1.510332,11,11,0,10403
1.808960,13,17,0,11874
2.104161,13,11,0,11734
2.618997,13,12,0,11804
3.381144,14,12,0,12463
3.516875,14,11,0,12429
2.405077,14,10,0,12288
3.431144,15,10,0,12772
5.756486,14,9,0,12110
3.273213,15,9,0,12647
2.485906,15,9,0,12594
2.323389,13,11,0,11237
4.447734,14,11,0,11837
2.596452,15,11,0,12315
3.848846,12,14,0,10305
2.984182,13,14,0,10732
1.636697,10,18,0,8400
2.317789,11,18,0,9066
1.641664,12,18,0,9519
1.880009,11,18,0,8879
2.081826,12,18,0,9345
2.069982,12,19,0,9228
1.954147,13,19,0,9825
1.898444,13,20,0,9904
2.040069,14,20,0,10594
1.846488,14,21,0,10707
2.044160,13,23,0,10476
2.776429,14,23,0,10941
2.470408,14,23,0,10468
2.270556,13,22,0,10114
2.287990,13,23,0,9919
2.080394,15,25,0,11506
2.069352,14,24,0,10477
2.134474,15,24,0,11081
