#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.005862,3,1,0,1817
0.001461,4,1,0,2264
0.116061,5,1,0,2758
0.325259,6,1,0,3174
0.243247,7,1,0,3625
0.518355,8,1,0,4143
0.282345,9,1,0,4458
0.397500,10,1,0,4665
0.562952,10,1,0,4925
0.419446,8,4,0,4520
0.353901,9,4,0,4903
0.497790,7,7,0,3734
0.630402,8,7,0,4099
0.837995,9,7,0,4426
0.716752,9,8,0,4344
0.718779,10,8,0,4722
0.782674,11,8,0,5153
1.865576,11,9,0,5197
1.324466,10,11,0,5366
1.080759,13,9,0,6475
0.940043,14,9,0,7038
0.970581,15,9,0,7749
1.562623,15,10,0,8195
1.459373,15,11,0,8800
1.127616,12,15,0,8092
1.704722,10,18,0,7425
1.130292,5,24,0,6139
0.845558,5,23,0,5682
0.742614,6,23,0,6148
0.646930,6,19,0,5246
0.396265,8,23,0,7114
0.506823,8,19,0,6370
0.489679,9,19,0,6829
0.687141,9,13,0,5834
0.458470,10,13,0,6278
0.557447,12,19,0,8083
0.629324,12,13,0,7229
4.137411,13,13,0,7818
0.805768,14,13,0,8230
0.794371,15,13,0,8539
1.029868,15,14,0,8872
1.255297,13,6,0,7355
1.155347,10,9,0,5950
1.088251,10,10,0,6203
1.103152,9,12,0,5727
1.154497,7,15,0,3995
1.280022,8,15,0,4218
1.131457,8,16,0,4186
1.133382,8,17,0,4206
1.128313,8,18,0,4159
1.168990,8,19,0,4063
0.843152,9,19,0,4331
0.402916,10,19,0,4767
0.403394,11,19,0,5127
0.557874,12,19,0,5594
0.570302,13,19,0,6132
0.746819,14,19,0,6760
1.311465,13,21,0,6581
1.876342,14,21,0,7133
1.005392,14,22,0,7280
1.294217,13,21,0,6801
2.125947,14,21,0,7097
0.933692,15,21,0,7733
0.983049,14,13,0,7402
1.140099,12,16,0,7143
1.020586,11,15,0,6816
0.964921,10,17,0,6228
1.203631,9,19,0,5768
1.137382,9,20,0,5741
1.343724,10,20,0,6173
1.071363,11,20,0,6658
1.429177,12,20,0,6939
1.478472,11,21,0,6456
1.170782,11,22,0,6571
0.830992,12,22,0,6962
0.759608,11,23,0,6290
1.046741,9,21,0,4760
0.932274,12,22,0,6121
1.506938,11,21,0,5418
1.231752,11,22,0,5770
1.162908,9,17,0,5089
1.107561,11,17,0,5876
1.331369,11,17,0,6034
1.342280,13,17,0,6921
1.218818,12,18,0,6974
1.461867,12,19,0,7278
1.616004,12,19,0,7229
1.650855,13,19,0,7440
2.009974,13,20,0,7315
1.387409,14,20,0,7613
1.824138,15,20,0,7883
2.168565,17,29,0,8710
1.764716,18,29,0,9412
2.965501,19,29,0,9997
1.910771,20,29,0,10455
2.446860,21,29,0,11013
1.953343,22,29,0,11745
1.743387,23,31,0,12541
1.986005,24,31,0,13252
3.519897,24,32,0,13473
4.503209,25,32,0,14279
4.092782,27,31,0,15512
1.510237,24,35,0,15264
4.253594,23,37,0,15740
1.597417,25,36,0,16771
2.417768,28,34,0,17924
3.185633,24,39,0,16379
2.870796,26,38,0,18111
2.796610,25,40,0,18261
3.523403,25,41,0,17314
3.861432,27,40,0,19024
3.204459,26,42,0,17772
2.934735,26,43,0,17447
3.013852,25,45,0,17266
3.559788,24,43,0,17065
3.381266,23,43,0,16714
4.893687,23,42,0,16757
3.152728,22,44,0,16621
3.644495,23,44,0,16947
3.397192,22,46,0,16541
5.686563,24,45,0,17358
1.895846,25,45,0,17749
5.492803,24,47,0,17295
5.452214,25,47,0,17679
2.458064,26,47,0,18068
3.409731,27,47,0,18413
3.967410,30,45,0,19606
2.432543,31,45,0,20169
5.330473,30,47,0,19986
3.993259,31,47,0,20559
2.972852,33,46,0,21414
3.136819,33,47,0,21581
5.232947,34,47,0,22101
