#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.011580,3,1,0,1688
0.002388,4,1,0,2243
0.112384,5,1,0,2802
0.231291,6,1,0,3385
0.173835,7,1,0,4059
0.582010,8,1,0,4881
0.553684,9,1,0,5657
0.660684,10,1,0,6493
0.733336,11,1,0,7175
0.913334,12,1,0,7863
1.424930,13,1,0,8554
1.643838,14,1,0,9231
1.063335,15,1,0,9743
1.016635,16,1,0,10335
1.055153,17,1,0,10906
1.422781,16,2,0,11350
1.351866,17,2,0,12020
1.646714,16,4,0,12200
1.819321,16,5,0,12632
1.897041,14,8,0,12748
1.620709,15,8,0,13162
1.691450,14,10,0,12709
1.755972,15,10,0,13382
2.020723,16,10,0,14126
2.948243,17,10,0,14822
2.556315,17,11,0,14937
2.189935,19,10,0,16139
2.775320,19,11,0,16403
3.068561,20,11,0,17161
2.404881,21,11,0,17863
2.061835,20,13,0,17274
2.424102,21,13,0,18044
2.342692,22,13,0,18926
1.957049,22,14,0,18658
1.596333,23,14,0,19356
1.925661,24,14,0,20051
3.080076,25,14,0,20799
4.593023,26,14,0,21380
7.293805,27,14,0,22074
1.678513,28,14,0,22754
4.413774,29,14,0,23267
6.617178,30,14,0,23793
1.607328,31,14,0,24221
2.129906,31,15,0,20954
4.931685,32,15,0,21406
1.882443,33,15,0,21781
6.251026,34,15,0,22331
3.928910,35,15,0,20168
2.848557,33,18,0,19071
5.644520,34,18,0,19496
4.240656,35,18,0,20045
5.623747,34,19,0,19482
2.829488,31,18,0,18577
3.966451,37,19,0,21425
3.719760,30,20,0,18574
6.081825,29,22,0,16637
2.727002,27,25,0,16517
2.199051,27,26,0,17177
2.260360,26,25,0,16879
1.721492,24,26,0,15608
5.645746,21,29,0,13290
2.378833,23,29,0,15941
2.645832,22,30,0,14039
3.900236,23,30,0,14653
2.375859,23,31,0,14806
1.613112,24,31,0,15840
2.414084,20,35,0,14443
5.154099,21,35,0,14898
3.986465,18,39,0,13506
3.857779,20,38,0,14524
1.616249,17,42,0,13705
1.556209,14,46,0,12090
4.640919,15,46,0,12525
8.149249,15,47,0,12301
4.572599,13,50,0,10524
5.073753,14,50,0,11040
4.896815,13,52,0,10514
3.251990,11,54,0,8982
3.844907,11,55,0,8422
4.320633,10,56,0,7690
6.378893,11,56,0,8404
6.091158,12,56,0,9297
4.374823,13,56,0,10162
5.387887,14,56,0,10522
4.974653,15,56,0,10896
6.148224,15,57,0,10156
6.950131,17,56,0,11892
5.361286,18,56,0,12307
5.366668,19,56,0,12762
5.844630,20,56,0,13375
2.052067,20,57,0,12824
5.437474,21,57,0,13375
3.088335,22,57,0,14010
5.255673,21,57,0,13814
3.993053,24,57,0,15371
3.919620,25,57,0,15918
6.661404,25,58,0,15939
1.886936,25,59,0,16339
2.111216,26,59,0,17057
2.396177,29,58,0,18735
3.731947,29,58,0,18822
5.670990,30,58,0,19525
2.913882,27,62,0,19696
4.476147,33,58,0,21640
1.802945,27,63,0,20634
3.103497,31,61,0,22086
1.608282,30,63,0,21824
7.868208,28,66,0,21061
2.106290,26,68,0,20348
1.390352,27,68,0,20985
4.270578,29,67,0,21814
2.544909,25,72,0,16491
5.710062,29,70,0,20664
1.432766,28,72,0,17991
7.589543,27,71,0,15905
4.524248,28,70,0,16361
1.308802,28,71,0,16662
3.768751,27,68,0,16583
4.595368,28,68,0,17214
6.300559,29,68,0,17825
2.675179,29,67,0,16079
3.766341,28,68,0,14480
6.619446,29,68,0,15043
2.045392,28,70,0,15574
1.485610,27,72,0,16032
9.334792,26,60,0,13756
9.440996,27,60,0,14509
0.000000,27,58,0,13298
5.750185,26,44,0,12711
5.116667,23,45,0,10942
9.376110,25,46,0,11265
3.992509,24,41,0,10811
5.412063,25,41,0,11421
1.356859,26,56,0,12076
1.487671,25,58,0,12194
3.387242,26,58,0,12745
