#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.008257,3,1,0,3410
0.001460,4,1,0,3788
0.461251,5,1,0,4575
0.352006,6,1,0,5343
0.554704,7,1,0,5935
0.508201,8,1,0,6658
0.753609,9,1,0,7305
0.962551,10,1,0,8037
0.961751,11,1,0,8761
1.833810,12,1,0,9406
1.531904,13,1,0,10187
1.476587,14,1,0,10945
2.044900,15,1,0,11600
2.919529,16,1,0,12460
2.885436,17,1,0,13201
3.455673,13,5,0,12597
3.259208,7,12,0,8450
2.651334,6,14,0,7235
1.482131,6,15,0,6586
0.970993,6,16,0,5946
0.728600,7,16,0,6394
0.910122,8,16,0,6696
1.211011,9,16,0,7327
1.254702,10,16,0,7857
2.037940,10,17,0,7843
1.013388,11,17,0,8383
1.435509,12,17,0,8947
1.312770,13,17,0,9514
2.177767,13,12,0,9370
2.092156,14,12,0,9855
1.413223,14,7,0,9533
1.698729,16,12,0,10840
1.375718,17,12,0,11641
4.842725,17,7,0,11570
3.063018,18,7,0,12325
3.662530,15,8,0,11204
5.433404,16,8,0,11794
1.773124,15,9,0,11554
1.950113,13,12,0,10536
5.077687,15,11,0,11673
2.015117,16,11,0,12321
1.983891,14,14,0,11328
3.713245,15,14,0,11865
2.034117,14,15,0,11615
2.845218,13,17,0,11506
2.731677,11,20,0,10611
2.570739,10,21,0,9159
1.578839,10,22,0,8855
4.019911,8,25,0,7021
4.703294,8,26,0,7006
1.628306,9,26,0,7562
2.100374,10,26,0,7847
0.692527,9,20,0,6745
1.913444,10,20,0,7208
1.353763,10,18,0,7108
1.129511,11,18,0,7412
1.119971,11,19,0,7257
1.847348,11,13,0,7137
1.817989,10,12,0,6845
1.567440,13,13,0,8101
1.405858,11,13,0,7565
1.319483,11,14,0,7818
1.294212,11,15,0,8281
1.344654,11,13,0,7798
1.783607,13,15,0,9355
1.132002,13,13,0,9109
1.773017,12,14,0,8810
3.098800,13,14,0,9337
3.163207,14,14,0,9703
2.001069,15,14,0,10215
2.133394,16,14,0,10756
2.481596,16,15,0,10843
3.046696,17,15,0,11425
1.968834,16,17,0,11914
3.190384,16,18,0,12092
3.674423,16,19,0,11420
2.890814,14,22,0,10238
3.878808,16,21,0,11325
2.179669,13,25,0,9687
2.252925,15,24,0,11143
1.719181,13,27,0,9846
2.254198,14,27,0,10317
5.032694,15,27,0,10777
3.305710,15,27,0,10830
4.140574,15,28,0,10765
3.953657,15,29,0,10853
7.895262,16,29,0,11502
1.836070,16,30,0,12217
4.164012,15,21,0,11326
4.205528,15,22,0,11438
1.839355,14,24,0,10793
4.059688,14,24,0,11045
1.982250,11,28,0,9728
2.279575,12,28,0,10486
1.310216,11,30,0,10369
3.291285,11,31,0,10948
4.877184,8,29,0,8456
8.468520,9,29,0,8936
3.147899,10,29,0,9494
2.260497,9,29,0,8258
1.987427,10,29,0,8715
1.460436,11,29,0,9083
2.165013,11,30,0,8585
3.419793,11,31,0,8457
1.608808,11,17,0,8320
1.884189,12,17,0,8879
2.307990,13,17,0,9340
2.023557,13,18,0,9143
3.339154,13,19,0,9154
1.364177,14,19,0,9670
1.905604,13,21,0,9249
1.545827,9,22,0,7626
2.205166,10,22,0,8185
1.488087,11,22,0,8662
3.142542,12,22,0,9076
1.750748,13,22,0,9681
2.522377,11,23,0,8720
1.979435,12,23,0,9192
1.272599,12,18,0,9035
1.857922,13,18,0,9530
1.288316,14,18,0,10168
4.615242,14,19,0,10229
1.578485,15,19,0,10700
1.661458,15,20,0,10539
2.705732,16,20,0,11112
3.213913,16,19,0,11262
2.544473,16,20,0,11405
9.574558,17,20,0,12147
8.916873,15,23,0,11443
4.293062,16,23,0,12171
9.557169,17,23,0,12697
2.235480,18,23,0,13235
2.675744,15,21,0,11908
3.393227,16,21,0,12388
3.825454,16,22,0,12382
4.536307,17,22,0,12948
3.755928,16,23,0,12273
10.963982,17,23,0,12971
6.559119,18,23,0,13644
2.809432,18,23,0,13732
4.847771,13,22,0,11438
3.224295,10,25,0,9799
2.396939,11,25,0,10441
2.035231,8,27,0,8468
2.398252,9,27,0,8954
1.489928,6,24,0,6379
2.032278,6,21,0,5808
1.062823,7,21,0,6348
0.968122,7,14,0,6033
1.280310,6,16,0,5042
5.794042,6,13,0,4700
1.499800,7,13,0,4999
0.866783,7,14,0,4980
1.538033,7,14,0,5169
2.288294,8,14,0,5710
0.791310,9,14,0,6218
1.612506,10,14,0,6764
1.848720,11,14,0,7182
2.146264,11,12,0,7310
2.266581,10,14,0,7261
2.011386,11,14,0,8009
3.396876,13,13,0,9155
2.119279,11,16,0,8494
3.675855,14,14,0,9837
1.261249,13,16,0,9935
2.927992,12,18,0,9708
2.926138,12,13,0,9771
1.613468,10,16,0,8686
4.225987,11,16,0,9397
2.004175,9,19,0,8663
6.830415,7,21,0,7497
1.990713,8,21,0,8047
2.462159,8,22,0,7924
0.917117,9,22,0,8435
1.739451,9,18,0,8076
2.248562,10,18,0,8458
8.594161,11,18,0,8983
2.292289,11,11,0,8657
3.263794,12,11,0,9116
1.999656,12,12,0,9001
