#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.007801,3,1,0,3211
0.001283,4,1,0,3464
0.126582,5,1,0,4041
0.326753,6,1,0,4620
0.472238,7,1,0,5114
0.299741,8,1,0,5686
0.847774,9,1,0,6362
1.973342,10,1,0,7002
0.986400,11,1,0,7463
1.138803,12,1,0,8017
1.678486,13,1,0,8672
1.335223,14,1,0,9137
1.712694,15,1,0,9523
1.998198,16,1,0,9992
1.667350,17,1,0,10348
3.080924,18,1,0,10841
3.753242,19,1,0,11457
1.868460,20,1,0,11992
1.529530,21,1,0,12454
1.843586,22,1,0,12935
6.611827,23,1,0,13565
6.475404,24,1,0,14181
3.043182,25,1,0,14705
2.465295,24,2,0,15066
3.965583,22,5,0,13873
2.572991,22,6,0,14046
2.077656,23,6,0,14559
3.292169,21,9,0,13559
5.470308,21,10,0,13504
3.165796,19,13,0,12195
3.060956,17,16,0,11799
2.686325,17,17,0,11514
2.227906,18,17,0,12254
1.402522,17,19,0,12019
1.941749,17,20,0,12169
2.382595,17,21,0,12624
1.868984,15,24,0,12158
1.993756,13,27,0,11276
1.726455,11,30,0,10472
3.047784,11,31,0,10517
1.293618,11,32,0,10596
1.681911,11,33,0,10779
1.573135,10,35,0,9788
2.320858,11,35,0,10236
2.160086,10,30,0,9403
2.036334,10,30,0,9058
1.688698,10,29,0,8352
1.626766,11,29,0,8643
1.209319,11,24,0,7893
1.742856,12,24,0,8286
1.552365,13,24,0,8673
1.356327,14,24,0,9214
1.433922,11,16,0,7214
5.154583,9,14,0,6162
0.659413,11,13,0,7090
0.736798,10,14,0,6582
1.106220,12,14,0,7576
1.341095,11,13,0,6939
2.391728,9,16,0,6145
0.795328,10,16,0,6597
0.622522,11,16,0,7049
0.804888,9,19,0,6248
1.421060,10,19,0,6849
0.932116,10,18,0,6847
1.201917,10,19,0,6904
1.710459,10,18,0,6868
1.210131,10,19,0,6608
0.973824,12,18,0,7512
1.153493,12,19,0,7541
1.086234,11,21,0,7076
1.115624,10,23,0,6497
1.523211,7,21,0,4703
2.197899,6,23,0,4327
0.652179,8,22,0,5020
0.581401,7,24,0,4363
0.566420,6,24,0,3718
0.612902,7,24,0,4026
0.413945,7,25,0,3971
0.731530,7,18,0,4036
0.723194,7,15,0,4230
0.530409,8,15,0,4521
0.529869,7,16,0,4008
0.672515,7,16,0,3859
0.415351,8,16,0,4214
0.445612,9,16,0,4607
0.393378,9,16,0,4686
0.709401,9,10,0,4720
0.927458,10,10,0,5231
0.360121,11,10,0,5777
0.620765,12,10,0,6451
0.961057,12,11,0,6743
0.881458,13,11,0,7264
0.921809,13,12,0,7459
1.501441,14,12,0,8212
0.704144,13,11,0,8349
0.818905,15,10,0,9279
1.364568,13,13,0,8933
1.096218,14,13,0,9571
1.987989,14,14,0,9844
1.337587,15,14,0,10388
1.852210,15,15,0,10563
1.376852,16,15,0,11006
1.942157,17,15,0,11235
1.770159,13,17,0,10334
2.444453,10,17,0,7783
2.465899,10,17,0,7804
1.350261,10,18,0,8214
2.376886,10,18,0,8367
6.809137,11,18,0,8938
1.706348,10,18,0,8437
1.484488,10,19,0,8468
1.031889,10,20,0,8831
1.144095,11,20,0,9347
1.506465,11,20,0,9267
2.411865,8,17,0,7307
1.851662,8,18,0,7002
0.786356,4,14,0,4398
0.719252,4,13,0,4263
0.502421,5,13,0,4715
0.229879,5,14,0,4513
0.482533,5,8,0,4228
0.654505,5,6,0,4311
0.816300,6,6,0,4619
0.736651,5,6,0,4322
0.657785,5,7,0,4468
0.549395,6,7,0,4703
0.629332,6,8,0,4577
0.510119,7,8,0,4706
0.493780,8,8,0,4991
0.537256,9,8,0,5338
0.533759,9,8,0,5384
0.633152,9,7,0,5377
2.174882,10,7,0,5581
0.866374,8,9,0,5113
1.128610,8,10,0,5213
0.486844,9,10,0,5527
0.775095,8,12,0,5025
1.212761,9,12,0,5250
1.215221,10,12,0,5504
0.680259,9,11,0,5541
1.111825,9,11,0,5744
0.947860,10,11,0,6221
0.669077,11,11,0,6476
1.019795,12,11,0,6568
2.663449,13,11,0,7016
1.240674,12,12,0,6870
0.859296,14,11,0,7855
1.205808,15,11,0,8256
1.119226,13,14,0,7799
1.180307,14,14,0,8630
1.460975,14,15,0,8551
1.014798,14,16,0,8802
1.316171,14,15,0,8937
1.420499,14,16,0,8832
0.960502,13,18,0,8504
1.691549,12,18,0,8377
1.574231,13,18,0,8749
1.102348,13,19,0,8537
0.933381,13,20,0,8293
1.577026,14,20,0,8872
1.315374,16,19,0,10134
1.083666,13,23,0,9161
2.687974,13,24,0,9205
1.470395,14,24,0,9755
1.116466,14,25,0,9630
1.452739,14,25,0,9699
2.335700,13,27,0,9278
1.103754,13,28,0,9350
1.402211,14,28,0,9727
3.060675,15,28,0,10172
1.384765,15,29,0,10465
3.313494,14,31,0,10339
1.942196,15,31,0,11067
1.471536,13,34,0,10807
7.166693,12,36,0,10297
5.509927,12,37,0,10318
1.408506,12,34,0,10231
1.922787,12,35,0,10081
1.452326,10,28,0,8514
2.563136,10,29,0,8285
1.768752,10,28,0,8223
2.259520,12,29,0,9513
1.220049,10,20,0,8474
1.827934,10,17,0,8360
1.061658,11,17,0,8976
1.635106,12,17,0,9600
