#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.005354,3,1,0,2162
0.002406,4,1,0,2846
0.053075,5,1,0,3514
0.107346,6,1,0,4027
0.178407,7,1,0,4496
0.195840,8,1,0,5027
0.262318,9,1,0,5513
0.223400,10,1,0,5832
0.237628,11,1,0,6253
0.254233,12,1,0,6933
0.280796,13,1,0,7508
0.391448,14,1,0,8054
0.422655,15,1,0,8635
0.368169,16,1,0,9220
0.534112,17,1,0,9733
0.663450,18,1,0,10284
0.819567,19,1,0,10975
0.801258,20,1,0,11505
1.349337,21,1,0,11986
1.016200,22,1,0,12490
1.002771,23,1,0,12999
1.535369,24,1,0,13486
1.431166,25,1,0,14135
2.169195,26,1,0,14699
1.329237,27,1,0,15339
1.540063,26,2,0,15758
1.427819,24,5,0,15725
1.247536,16,14,0,12800
2.045083,17,14,0,13457
2.126306,16,16,0,12952
1.589576,15,18,0,12517
1.531541,15,19,0,12337
1.690837,15,20,0,12513
1.566685,16,20,0,13108
1.850207,16,21,0,13096
1.861091,15,23,0,12518
1.715828,14,25,0,11780
1.451260,14,26,0,11497
1.357307,12,29,0,10106
2.420472,12,30,0,10120
1.413360,11,32,0,9206
1.120319,12,32,0,9543
1.200209,12,32,0,8887
1.189679,13,32,0,9178
1.158737,11,30,0,7833
2.379327,12,30,0,8177
1.212688,13,30,0,8587
1.153784,14,30,0,9003
0.834796,14,31,0,9325
1.347980,14,23,0,8480
1.454372,14,24,0,8224
2.166244,15,24,0,8594
2.476912,15,16,0,8147
1.821390,16,16,0,8724
1.667263,16,17,0,9159
1.247158,15,15,0,7875
1.729743,16,15,0,8229
1.266791,11,17,0,6559
1.677786,13,16,0,7025
1.442630,11,18,0,6342
2.145102,12,18,0,6653
1.577495,13,18,0,6948
1.893960,9,22,0,4971
1.804260,10,22,0,5252
1.367697,10,23,0,4899
1.576018,9,22,0,4188
1.673352,12,23,0,5268
1.163367,9,24,0,4124
1.739273,9,25,0,4179
1.500411,9,25,0,4109
0.974814,9,26,0,4099
1.274648,9,27,0,4152
1.459799,9,28,0,4192
1.483791,8,28,0,3960
1.186474,10,27,0,4431
0.882487,8,28,0,4117
0.908313,9,28,0,4160
1.475946,11,27,0,4860
1.172921,10,29,0,4551
1.012315,10,30,0,4691
1.162021,10,31,0,4726
1.752325,12,30,0,5321
0.864536,13,30,0,5673
0.989110,10,34,0,4732
1.174110,8,29,0,4204
0.784948,8,30,0,4174
0.868581,9,30,0,4469
0.828057,10,30,0,4862
1.062971,10,31,0,5027
0.845635,11,31,0,5609
1.027005,12,31,0,6237
0.985822,13,31,0,6889
1.383613,12,23,0,6630
1.128544,14,22,0,7217
1.150809,14,23,0,7473
1.058219,14,23,0,7625
0.968494,14,20,0,7617
1.065974,15,20,0,8210
1.284648,17,23,0,9252
1.312502,17,20,0,9607
1.097925,18,20,0,10186
1.297294,19,20,0,10873
1.102433,19,21,0,11298
1.242296,20,21,0,11978
1.182781,20,22,0,12328
1.569691,17,26,0,12115
1.557964,16,28,0,11688
1.178586,17,28,0,12149
1.822535,16,18,0,11107
1.749766,16,19,0,11166
1.634989,17,19,0,11543
1.643010,18,19,0,11810
2.017292,14,24,0,10975
1.605097,14,25,0,10746
1.618208,11,27,0,8270
1.662017,9,27,0,6880
1.689392,9,26,0,5968
1.449963,8,25,0,4860
1.497791,8,25,0,4797
1.268953,8,26,0,4625
1.390302,8,23,0,4529
1.088610,9,23,0,4730
0.709746,7,24,0,3689
0.646236,8,24,0,3862
0.949600,7,21,0,3242
0.885754,8,21,0,3824
0.731673,6,18,0,3019
1.483292,6,19,0,3004
0.840557,6,20,0,3172
0.899884,6,21,0,3151
0.809943,6,22,0,3172
0.669659,7,22,0,3352
0.524808,5,13,0,2320
0.660668,6,13,0,2521
0.498106,6,13,0,2685
0.583396,7,13,0,3218
0.534798,8,13,0,3540
0.624901,8,9,0,3509
0.571035,10,13,0,4116
