#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.008160,3,1,0,3943
0.001361,4,1,0,5040
0.782323,5,1,0,6162
0.702104,6,1,0,7105
0.466384,7,1,0,7816
2.917913,8,1,0,8569
3.285579,9,1,0,9111
3.997719,10,1,0,9742
4.321830,11,1,0,10382
5.017724,12,1,0,11102
2.160371,13,1,0,11748
3.224573,14,1,0,12288
3.267635,15,1,0,12933
3.440314,16,1,0,13462
4.260687,17,1,0,14038
4.716178,18,1,0,14633
5.122309,19,1,0,15186
3.138650,20,1,0,15839
3.830960,21,1,0,16443
6.844962,22,1,0,16974
5.675949,23,1,0,17637
8.105334,24,1,0,18211
5.498767,25,1,0,18713
6.433153,26,1,0,19186
12.784352,25,2,0,19566
10.463572,28,1,0,20348
3.959848,28,1,0,20861
16.351037,29,1,0,21306
7.495512,27,4,0,19947
13.133181,28,4,0,20388
4.828757,26,7,0,20015
9.810824,26,8,0,18248
11.888418,25,10,0,17460
8.951636,25,11,0,17823
8.001342,23,14,0,16932
6.126505,27,11,0,18485
4.879772,26,13,0,18533
3.830791,23,17,0,16357
12.686123,20,21,0,14978
8.333693,20,22,0,14915
2.997998,20,23,0,14971
10.316098,19,25,0,14126
5.049144,22,23,0,16043
6.080139,19,27,0,14635
8.086623,18,29,0,13353
6.884347,18,30,0,13363
4.781195,20,29,0,14334
5.674716,19,31,0,13946
6.480236,20,31,0,14581
5.974974,21,31,0,15200
4.336892,19,34,0,14368
2.921590,20,34,0,14820
3.823682,20,35,0,14890
4.018631,20,36,0,14748
8.180895,21,36,0,15320
6.724108,22,36,0,15811
6.811338,21,38,0,15732
7.707774,21,39,0,15389
11.402944,20,37,0,15047
7.744326,21,37,0,15677
3.009840,22,37,0,16389
4.660068,17,40,0,13806
3.728350,18,40,0,14412
8.440278,19,40,0,14988
9.549707,21,39,0,15733
3.610591,21,40,0,15490
8.814065,19,27,0,14047
3.493705,21,42,0,15361
2.651943,21,27,0,14592
