#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.005975,3,1,0,2008
0.001030,4,1,0,2750
0.041171,5,1,0,3394
0.140503,6,1,0,4067
0.184212,7,1,0,4699
0.388431,8,1,0,5331
0.315266,9,1,0,5949
0.340916,10,1,0,6460
0.367107,10,1,0,7049
0.374218,9,3,0,6959
0.468823,8,5,0,6737
0.545246,8,6,0,6325
0.610273,9,6,0,6676
0.598699,8,8,0,6024
0.539679,7,10,0,4525
0.552401,5,9,0,3177
1.133312,7,9,0,3920
0.611386,7,9,0,3644
0.675214,8,9,0,4001
0.774400,9,9,0,4423
0.577599,10,9,0,4851
0.784980,10,10,0,5172
0.739745,10,10,0,4724
0.541585,11,10,0,5083
0.698392,12,10,0,5480
0.772695,12,10,0,5393
0.759853,14,10,0,6170
0.816039,14,10,0,5971
0.955393,15,10,0,6186
0.765875,15,10,0,6210
0.923659,17,10,0,6859
0.834115,17,10,0,6981
0.746679,18,10,0,7498
0.790602,16,12,0,7274
1.448883,12,15,0,6399
1.585766,12,16,0,5898
1.340443,11,18,0,5684
0.865756,12,18,0,6184
0.955624,10,20,0,5461
1.173404,5,22,0,3269
1.202857,5,23,0,3099
1.205878,5,22,0,2863
1.283117,5,23,0,2639
1.045195,5,24,0,2341
0.743278,5,24,0,2167
0.663350,6,24,0,2427
0.382050,6,22,0,2563
0.420089,7,22,0,2845
0.803140,8,22,0,3007
0.470611,9,22,0,3156
0.570069,10,22,0,3457
0.792048,11,22,0,3766
0.925470,12,22,0,4067
0.818681,13,22,0,4688
0.442207,12,15,0,4752
0.501369,12,16,0,4676
0.549419,14,15,0,5068
0.587023,9,20,0,3973
0.764697,11,19,0,4617
0.556961,10,21,0,4251
0.883451,6,16,0,2643
0.735574,7,16,0,2850
0.622225,8,16,0,3098
0.659971,8,17,0,3158
0.793584,9,17,0,3487
0.761812,10,17,0,3785
0.956883,9,18,0,3445
0.898842,9,18,0,3557
1.101691,10,18,0,3786
0.624194,10,19,0,3848
0.854781,11,19,0,4208
0.777281,12,19,0,4525
0.888619,13,19,0,4902
1.103633,11,22,0,4718
0.858927,13,21,0,5300
0.812573,11,24,0,4844
1.064449,11,25,0,4797
0.724348,8,20,0,3912
0.889830,10,19,0,4438
0.531094,10,20,0,4358
0.660236,10,21,0,4288
0.708840,9,18,0,3845
0.674836,10,18,0,4150
