#LBA time[ms], KF opt[#], KF fixed[#], MP[#], Edges[#]
0.008597,3,1,0,2221
0.001212,4,1,0,3005
0.108039,5,1,0,3662
0.471124,6,1,0,4174
0.433510,7,1,0,4792
0.303805,8,1,0,5398
0.584762,9,1,0,5842
0.535685,10,1,0,6231
0.606230,11,1,0,6586
0.603034,12,1,0,6927
1.630884,13,1,0,7317
1.118033,14,1,0,7812
1.110055,15,1,0,8219
0.812158,16,1,0,8576
0.875539,17,1,0,8943
1.555236,18,1,0,9164
1.656034,19,1,0,9558
1.657687,20,1,0,9953
2.416789,21,1,0,10439
2.074224,22,1,0,10832
1.599220,23,1,0,11235
1.860881,14,10,0,7592
1.834783,18,7,0,11259
2.490597,15,11,0,8430
3.738733,14,13,0,7633
2.022833,15,13,0,8085
1.675993,13,16,0,7129
2.012793,15,15,0,8464
2.483907,15,16,0,7838
2.398296,16,16,0,8271
2.194265,16,17,0,8547
2.424614,16,18,0,8818
2.466726,18,17,0,9403
2.321954,5,31,0,4301
2.862114,4,33,0,3532
0.668422,3,10,0,2049
0.387575,4,10,0,2582
0.262079,5,10,0,2978
0.253461,6,10,0,3574
0.292375,7,10,0,4020
0.301391,8,10,0,4517
0.354798,9,10,0,5046
0.418467,9,7,0,5071
0.781883,10,7,0,5543
0.631568,11,7,0,5913
1.115246,12,7,0,6208
1.072450,12,3,0,6258
0.805094,13,3,0,6582
0.636197,14,3,0,6996
0.563127,12,5,0,6697
0.827356,11,7,0,6484
0.742229,11,8,0,6893
0.898297,11,9,0,6518
0.891553,12,9,0,6947
1.231825,14,8,0,7535
1.430610,13,10,0,6105
1.867405,14,10,0,6221
1.284924,13,11,0,5470
1.753922,15,11,0,6183
2.183376,15,11,0,6227
1.756446,16,11,0,6753
2.196876,15,13,0,6929
1.777022,15,14,0,6649
2.095418,16,14,0,7065
2.818548,15,16,0,6704
1.998873,16,16,0,7049
2.096817,15,18,0,6691
2.191014,15,19,0,6804
2.623873,16,19,0,7285
8.315436,17,19,0,7889
3.138431,15,22,0,7510
3.089256,16,22,0,7894
3.634012,13,26,0,7493
2.930565,12,28,0,7002
2.367746,12,29,0,6803
2.087295,12,30,0,6809
2.853132,8,35,0,5516
1.657037,8,36,0,5227
2.960156,7,38,0,4229
3.745511,6,40,0,3593
3.076737,7,40,0,3751
2.237633,6,42,0,3034
1.706245,6,43,0,2923
1.731340,6,36,0,2732
0.997266,6,32,0,2533
0.879617,6,28,0,2704
1.952398,6,22,0,2827
1.997430,6,21,0,2614
1.257823,6,22,0,2374
1.491700,8,21,0,2976
1.462472,8,22,0,3044
1.183906,9,22,0,3415
1.346620,10,22,0,3749
1.525424,11,22,0,4136
1.785453,11,23,0,4390
1.915842,10,21,0,4316
1.541933,11,21,0,4744
1.470540,12,21,0,5226
1.420074,13,21,0,5697
1.716330,14,21,0,6188
1.538429,15,21,0,6717
1.507350,16,21,0,7172
1.566984,16,22,0,7538
1.773650,15,24,0,7963
2.223724,11,29,0,7410
1.192514,7,29,0,6094
1.581455,6,31,0,5392
1.540434,6,32,0,5168
1.162526,5,19,0,3975
0.931922,6,19,0,4579
0.562235,7,19,0,5241
0.826121,7,18,0,5150
